frame,NOSE_x,NOSE_y,NOSE_z,LEFT_EYE_x,LEFT_EYE_y,LEFT_EYE_z,RIGHT_EYE_x,RIGHT_EYE_y,RIGHT_EYE_z,LEFT_EAR_x,LEFT_EAR_y,LEFT_EAR_z,RIGHT_EAR_x,RIGHT_EAR_y,RIGHT_EAR_z,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_z,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_z,LEFT_ELBOW_x,LEFT_ELBOW_y,LEFT_ELBOW_z,RIGHT_ELBOW_x,RIGHT_ELBOW_y,RIGHT_ELBOW_z,LEFT_WRIST_x,LEFT_WRIST_y,LEFT_WRIST_z,RIGHT_WRIST_x,RIGHT_WRIST_y,RIGHT_WRIST_z,LEFT_GROIN_x,LEFT_GROIN_y,LEFT_GROIN_z,RIGHT_GROIN_x,RIGHT_GROIN_y,RIGHT_GROIN_z,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_KNEE_z,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_KNEE_z,LEFT_ANKLE_x,LEFT_ANKLE_y,LEFT_ANKLE_z,RIGHT_ANKLE_x,RIGHT_ANKLE_y,RIGHT_ANKLE_z,LEFT_BIG_TOE_x,LEFT_BIG_TOE_y,LEFT_BIG_TOE_z,LEFT_LITTLE_TOE_x,LEFT_LITTLE_TOE_y,LEFT_LITTLE_TOE_z,LEFT_HEEL_x,LEFT_HEEL_y,LEFT_HEEL_z,RIGHT_BIG_TOE_x,RIGHT_BIG_TOE_y,RIGHT_BIG_TOE_z,RIGHT_LITTLE_TOE_x,RIGHT_LITTLE_TOE_y,RIGHT_LITTLE_TOE_z,RIGHT_HEEL_x,RIGHT_HEEL_y,RIGHT_HEEL_z
89,2.854343,-0.52287066,0.8884274,2.841906,-0.54604703,0.91638523,2.8191233,-0.5611489,0.8705392,2.676529,-0.5323441,0.9149851,2.7037532,-0.5578452,0.81047463,2.5999076,-0.37209484,0.88500726,2.7008119,-0.42887446,0.7079127,2.5862567,-0.16088915,0.8728925,2.5954232,-0.3107959,0.5485972,2.7767236,-0.07079739,0.80932873,2.7319143,-0.13205166,0.5390791,2.5992036,-0.024244845,0.6907451,2.5336967,-0.07222034,0.5554936,2.8128629,0.27739084,0.5914432,2.6663616,0.2738701,0.43648377,2.6956265,0.57730097,0.38828525,2.223602,0.16593142,0.52813756,2.9014158,0.6253684,0.38501933,2.8735123,0.6294879,0.42370117,2.645788,0.59754795,0.34982595,2.05051,0.27723053,0.46617854,2.0584095,0.21106175,0.45531246,2.2046287,0.08916696,0.49762136
90,2.8911538,-0.52039176,0.89197737,2.8784728,-0.5428525,0.91929376,2.8554032,-0.5584838,0.87222105,2.7137468,-0.5292729,0.91772497,2.7391493,-0.5560606,0.81207126,2.6322894,-0.36658826,0.8857546,2.7348063,-0.4250561,0.7108658,2.633738,-0.15444802,0.8707552,2.6152472,-0.31152862,0.5502329,2.8153803,-0.080571465,0.8075571,2.7434113,-0.13495491,0.5318532,2.630184,-0.013034923,0.6906477,2.5760975,-0.06253866,0.5567912,2.8405228,0.28069434,0.59575105,2.7223554,0.2720235,0.44349298,2.7021716,0.57540554,0.3894457,2.2806716,0.1717919,0.536461,2.9026895,0.62608093,0.39242432,2.8776221,0.6284772,0.4282434,2.6450567,0.59886473,0.34803414,2.122548,0.28050405,0.48020992,2.1356082,0.22486672,0.4777313,2.2479017,0.09351228,0.5004785
91,2.9197228,-0.52253085,0.8953867,2.9079463,-0.5447389,0.9212448,2.8879664,-0.5593367,0.8764481,2.7379282,-0.528914,0.91792965,2.7764359,-0.5520975,0.8162851,2.7139282,-0.36599708,0.89465314,2.750936,-0.42873043,0.7100418,2.6926134,-0.15423752,0.8712307,2.6317732,-0.31888813,0.55166394,2.8759577,-0.08242911,0.8107533,2.76106,-0.13669471,0.52886415,2.6824684,-0.0077216704,0.69526196,2.6156554,-0.054511867,0.55720085,2.851133,0.29156753,0.5896873,2.7867649,0.27170834,0.44610605,2.7046435,0.5763933,0.38873956,2.327944,0.17884256,0.53211486,2.911015,0.62545156,0.39367756,2.8759007,0.6279257,0.42777,2.6439297,0.5974823,0.34803048,2.1888187,0.27608266,0.48572457,2.1958356,0.2274571,0.48205703,2.304838,0.09947941,0.49949422
92,2.9570243,-0.51792634,0.8978401,2.9459527,-0.5385518,0.92327935,2.92249,-0.55400103,0.87683517,2.778697,-0.522884,0.92139846,2.80949,-0.54859155,0.8183289,2.7813084,-0.35727242,0.89918256,2.7865393,-0.42535806,0.71103114,2.756402,-0.1493414,0.87286335,2.6508825,-0.31774047,0.55343604,2.9334102,-0.0919448,0.80524707,2.7697175,-0.14450975,0.5248085,2.5874403,-0.019632522,0.68343574,2.6480992,-0.057166696,0.5634438,2.8012748,0.2899589,0.5819709,2.8390868,0.26778144,0.45100555,2.6932983,0.57337546,0.38889474,2.3696384,0.13571672,0.42991346,2.9224455,0.63077104,0.390324,2.8750727,0.6327221,0.42280504,2.638957,0.59346765,0.34756416,2.2652438,0.27647564,0.5009766,2.263803,0.23250528,0.49427924,2.5031092,0.08963239,0.502829
93,2.9904106,-0.51574546,0.9004718,2.9786947,-0.53785247,0.92597204,2.9547138,-0.5525905,0.87937635,2.8203735,-0.5179325,0.9243877,2.8414538,-0.547809,0.81956035,2.8361921,-0.3514467,0.90324014,2.8057244,-0.42760986,0.71283984,2.7911181,-0.14403085,0.86554897,2.6695294,-0.32381758,0.55918485,2.9796586,-0.096878275,0.8069723,2.7818205,-0.15150177,0.523563,2.6106853,-0.01877397,0.6856531,2.6767395,-0.05491393,0.56691384,2.8169367,0.3023188,0.5805152,2.8775058,0.26360264,0.45552424,2.5358977,0.30739462,0.5105337,2.579024,0.13882783,0.4578615,2.7725651,0.38819292,0.507697,2.880497,0.6338467,0.42534122,2.2916162,0.26764172,0.4699207,2.3392406,0.28035656,0.5096814,2.3218968,0.23793922,0.50675756,2.4963477,0.0728417,0.49491903
94,3.0253534,-0.51589954,0.90371263,3.0138416,-0.5373975,0.9303952,2.9927077,-0.55227184,0.8832503,2.8616369,-0.5170301,0.9275094,2.8770144,-0.54573995,0.82444793,2.8897033,-0.3495841,0.90659213,2.832167,-0.42815357,0.71563905,2.855526,-0.1378584,0.8677111,2.6887157,-0.3332021,0.5606671,3.0385623,-0.109643795,0.80378336,2.790069,-0.16149981,0.52068865,2.6384492,-0.016010486,0.6912784,2.7089922,-0.055792857,0.5743817,2.8547275,0.30579737,0.5851786,2.9202957,0.25510073,0.46124244,2.6913984,0.57529426,0.38753775,2.5575743,0.122169144,0.44453895,2.9197004,0.62791085,0.39175147,2.886258,0.6337947,0.42828083,2.620583,0.59302545,0.34464088,2.4098942,0.27306452,0.51615775,2.3916597,0.23367448,0.5122616,2.4923794,0.06664514,0.4842105
95,3.0896375,-0.51404047,0.91150665,3.0787923,-0.5344819,0.9362291,3.0537074,-0.55045575,0.89073366,2.9358244,-0.51593214,0.9363122,2.9444673,-0.54333895,0.8333839,2.9302042,-0.34841943,0.91116756,2.912002,-0.42535374,0.7280007,2.9174542,-0.12605853,0.8646213,2.725651,-0.34875858,0.57342416,3.1319113,-0.11918454,0.8113131,2.8218994,-0.16899414,0.523375,2.695313,-0.009511744,0.6949894,2.779994,-0.05219259,0.5817496,2.922842,0.29383403,0.60307056,3.0543265,0.24558444,0.48907173,2.7027726,0.56893086,0.39317042,2.5789235,0.12040361,0.4452271,2.9161234,0.6279092,0.39335576,2.878463,0.6323919,0.43029615,2.638939,0.58887845,0.35029814,2.5358026,0.2856962,0.5274394,2.5066438,0.24381155,0.52574706,2.5413346,0.07611121,0.4828282
96,3.1194372,-0.5174537,0.9136096,3.1126428,-0.5355006,0.9397527,3.0915136,-0.55014247,0.8952892,2.965484,-0.5132025,0.93796045,2.9823303,-0.5415719,0.8360077,2.9615393,-0.34897092,0.9118836,2.9354277,-0.42999944,0.724875,2.9436102,-0.12315589,0.85935277,2.7407973,-0.35375136,0.5735909,3.1808379,-0.12423422,0.81336004,2.8392437,-0.1765159,0.52395463,2.7581818,0.0019739084,0.6980097,2.8118572,-0.03941124,0.5793134,2.936802,0.30101606,0.6023095,3.113804,0.23715909,0.49735513,2.7133398,0.5703742,0.3945322,2.6234508,0.11576752,0.45355543,2.9122498,0.6317354,0.38878712,2.885487,0.6353751,0.42801118,2.64791,0.585383,0.3519037,2.603208,0.2826319,0.537136,2.5763018,0.2461934,0.5356225,2.5953498,0.124193296,0.59441084
97,3.1575065,-0.5091369,0.91535336,3.149012,-0.53231645,0.9425026,3.1235158,-0.5481167,0.8976514,2.9996977,-0.5132256,0.93893147,3.0102582,-0.54256386,0.8372301,3.009953,-0.3382848,0.9132115,2.9778488,-0.42604813,0.72637755,3.0022697,-0.12318295,0.8595981,2.759552,-0.3595545,0.5743688,3.231203,-0.14230295,0.8124006,2.8495142,-0.18734258,0.5256312,2.7902317,0.0037843157,0.6974675,2.8673072,-0.044881154,0.58833534,2.9642317,0.28686377,0.6069018,3.1777396,0.22622639,0.509613,2.7265103,0.5685689,0.39761576,2.685052,0.1732365,0.5726127,2.9162872,0.6324133,0.38873482,2.877412,0.63539374,0.42655936,2.650928,0.5813889,0.35482863,2.6798916,0.2831179,0.5397031,2.6544557,0.24929182,0.5332279,2.6254883,0.11991618,0.59551466
98,3.191073,-0.50966203,0.918396,3.1825862,-0.5328279,0.9452505,3.1602385,-0.5492937,0.9004237,3.0307927,-0.51277465,0.9406254,3.0469942,-0.54319996,0.8417699,3.0440514,-0.3398562,0.91567135,3.0108347,-0.42879814,0.73163706,3.0459344,-0.119254544,0.85960585,2.7820225,-0.36855754,0.5822982,3.2819884,-0.15015545,0.8198689,2.869781,-0.19559525,0.5235051,2.8145378,0.008884988,0.69909525,2.9076722,-0.04335643,0.5928081,2.9721262,0.29290938,0.60426015,3.236098,0.21536553,0.5227892,2.7254431,0.5664787,0.3956604,2.7307198,0.14873528,0.45076534,2.9125342,0.63207334,0.3898011,2.8747902,0.6365935,0.42679554,2.650171,0.5801784,0.35471505,2.7225199,0.26570976,0.55136675,2.7292826,0.24987273,0.54616165,2.7046063,0.16499281,0.5839944
99,3.2303925,-0.509225,0.92240924,3.2186358,-0.53315026,0.94724166,3.1931734,-0.5493046,0.9035178,3.0559845,-0.5103171,0.9410716,3.0808165,-0.54180276,0.8448156,3.0722284,-0.3399584,0.9173407,3.0432458,-0.42857534,0.7297,3.10363,-0.119008124,0.86081964,2.7974281,-0.37604824,0.5863773,3.326931,-0.15537824,0.8272714,2.8881817,-0.20366351,0.5256775,2.8378937,0.010415387,0.69881785,2.9507184,-0.03965265,0.59651047,2.9824896,0.29889196,0.5991652,3.2921138,0.20344959,0.53581554,2.7252555,0.5648762,0.39652142,2.7650065,0.15828456,0.44842187,2.9122508,0.6310276,0.38813052,2.8726735,0.63486075,0.42544243,2.653226,0.57610965,0.3574994,2.7875376,0.2666462,0.5870083,2.7964816,0.2475748,0.56785697,2.7581244,0.18515919,0.5800544
100,3.2591927,-0.51074344,0.9231513,3.248545,-0.5319912,0.95027584,3.225947,-0.54830706,0.90594983,3.0855942,-0.5114353,0.9428163,3.1163666,-0.5405735,0.84609073,3.113081,-0.33537412,0.9186964,3.0663984,-0.42853123,0.7305904,3.154311,-0.12145661,0.8641311,2.816241,-0.38303623,0.5908599,3.3701403,-0.16798176,0.83090526,2.9030209,-0.21567547,0.5282462,2.8800802,0.0102280695,0.70546377,2.9726005,-0.03992915,0.5985888,2.9728222,0.30457285,0.5934609,3.3337884,0.19364204,0.5440289,2.7252517,0.56040275,0.3977521,2.832474,0.17141372,0.48243344,2.9099417,0.63045704,0.3869884,2.8747308,0.63350374,0.42543018,2.653709,0.57245797,0.36059636,2.8610942,0.22015612,0.48743248,2.8293726,0.205147,0.4700333,2.7416635,0.07610807,0.6247266
101,3.2969368,-0.51017493,0.9266619,3.2851274,-0.5329304,0.95196784,3.262632,-0.54966235,0.90847677,3.1140368,-0.50996107,0.9435952,3.150828,-0.54082024,0.84994686,3.153613,-0.33237293,0.9196973,3.0965362,-0.42820498,0.7375974,3.2149847,-0.12176659,0.86712116,2.8418322,-0.39118242,0.59706616,3.4250152,-0.18077448,0.83428055,2.9230268,-0.22358005,0.53101605,2.89735,0.007476645,0.7036537,3.0059931,-0.043337066,0.60358155,2.952022,0.3046936,0.5868035,3.388851,0.17747447,0.55919015,2.7201502,0.55894756,0.3988787,2.9689405,0.16530314,0.5068323,2.91163,0.62896514,0.38927492,2.8811176,0.63432884,0.42914113,2.6505952,0.5709478,0.35994464,2.9536963,0.22756833,0.46148166,2.9323945,0.21325435,0.4522595,2.9208667,0.16451426,0.6087086
102,3.3293574,-0.51383793,0.9292088,3.3151371,-0.53532964,0.95362073,3.2933738,-0.54994464,0.9114342,3.1604633,-0.51106864,0.9473555,3.1815424,-0.54174906,0.8516896,3.195502,-0.33142674,0.9235148,3.1311078,-0.43053702,0.74136907,3.2612958,-0.121721305,0.86578286,2.863523,-0.4001959,0.60214484,3.4694707,-0.19111112,0.84410995,2.9450698,-0.23034571,0.53370863,2.920171,-0.0011100806,0.7100069,3.0358799,-0.052298326,0.61058193,2.9820766,0.291198,0.5967431,3.443618,0.17264648,0.5704969,2.7223485,0.55444,0.40165362,2.9809575,0.17785941,0.5181398,2.9288642,0.63202316,0.39015287,2.89174,0.63667244,0.42723396,2.648378,0.5624422,0.36422953,2.982891,0.2871241,0.46791026,2.9481404,0.26306126,0.4474847,2.9254088,0.17390835,0.5731938
103,3.3644962,-0.5130926,0.9318982,3.3495638,-0.53616613,0.9563603,3.3273594,-0.55123544,0.91308475,3.2032602,-0.51270205,0.9513409,3.214734,-0.5434321,0.8563655,3.2369885,-0.33107293,0.92511564,3.1565104,-0.43070805,0.74460095,3.312737,-0.12364323,0.86831886,2.891944,-0.40577644,0.6099829,3.5123181,-0.20299746,0.84920186,2.9609983,-0.23674029,0.5334398,2.9670672,0.0010496872,0.7168446,3.0752332,-0.05069501,0.6137885,2.9989207,0.28902903,0.59922004,3.480278,0.15800737,0.580014,2.7252479,0.5494051,0.40562823,3.0213854,0.20288815,0.52371764,2.926173,0.63345146,0.3871799,2.8943207,0.63648397,0.42622846,2.6485467,0.55418015,0.36944282,3.0706527,0.34871,0.4503388,3.018658,0.31080326,0.43232507,2.9591799,0.19483806,0.5600446
104,3.3986232,-0.5120852,0.9335452,3.3909461,-0.5324964,0.9599773,3.3653178,-0.54785913,0.9163621,3.2297952,-0.51494455,0.95354074,3.2501664,-0.5451614,0.8589388,3.2728317,-0.33518422,0.9281929,3.188969,-0.43423533,0.7509138,3.3622777,-0.12795293,0.86955917,2.9174423,-0.41500908,0.61715716,3.5488098,-0.2100186,0.8547864,2.9799435,-0.24363148,0.53817135,2.992731,0.0016907848,0.71592784,3.112827,-0.049168475,0.6190254,3.0283408,0.2859734,0.6041705,3.5266018,0.1470447,0.5890184,2.7258906,0.5469454,0.40733218,3.082056,0.22299,0.52912927,2.9120665,0.6288125,0.38541046,2.883731,0.6342479,0.42399487,2.6471543,0.55198693,0.37309733,3.1530743,0.36916366,0.4553272,3.1027415,0.33722836,0.43264303,3.0069823,0.2158345,0.55257225
105,3.4357395,-0.5092771,0.93579614,3.4242754,-0.5314721,0.96184367,3.397845,-0.5483177,0.9185832,3.2644134,-0.51777214,0.9559334,3.278916,-0.5475466,0.8608729,3.3042023,-0.3405367,0.9280848,3.2101157,-0.43991697,0.75387204,3.4058454,-0.12936923,0.87062305,2.9457014,-0.42018208,0.623566,3.585851,-0.22272225,0.8603754,2.999581,-0.25270942,0.5429768,3.024039,-0.0073182373,0.7187879,3.1331868,-0.059204273,0.62253076,3.040507,0.28630617,0.6007997,3.5688117,0.13702376,0.59886026,2.729501,0.5423275,0.41100803,3.134629,0.23862971,0.53347313,2.9067047,0.62813354,0.38534448,2.8803122,0.6320581,0.42523047,2.6525235,0.55072427,0.37974778,3.237121,0.37616894,0.46283078,3.1799483,0.3436585,0.4394587,3.0488386,0.23045014,0.5532484
106,3.4656484,-0.5133685,0.93862164,3.4548593,-0.53524196,0.9634953,3.428351,-0.551543,0.92157316,3.3114815,-0.5182418,0.9582031,3.3124652,-0.550085,0.863101,3.360281,-0.33654794,0.9319958,3.2349136,-0.44043797,0.7567268,3.4599802,-0.13436346,0.8759055,2.9735289,-0.4240695,0.6324364,3.6255846,-0.2300195,0.865328,3.0261967,-0.25718853,0.54803973,3.071865,-0.008029786,0.72367835,3.1609945,-0.06233424,0.6250151,3.0463648,0.2846224,0.6001333,3.5988936,0.12849598,0.6053697,2.741718,0.53803,0.41680962,3.2074268,0.25445876,0.531162,2.9077566,0.6300681,0.38792703,2.8763866,0.6316176,0.42651978,2.6591873,0.546663,0.38689727,3.3119652,0.39108735,0.45872056,3.2629688,0.35908136,0.43720776,3.131594,0.2510079,0.54809517
107,3.5001626,-0.51242137,0.9406314,3.4855485,-0.53580016,0.96630985,3.4617295,-0.5522158,0.9238735,3.3480487,-0.5157655,0.9621651,3.347918,-0.54933023,0.8668393,3.3977227,-0.33412397,0.93449044,3.2689986,-0.4412984,0.7595638,3.5068233,-0.1348879,0.8780426,2.998184,-0.42599547,0.63490784,3.6646633,-0.23770827,0.87004006,3.0486264,-0.2591397,0.5504587,3.1024036,-0.0059603145,0.7224591,3.2174249,-0.061485518,0.633493,3.072096,0.28334135,0.60066056,3.6399856,0.1186931,0.61621845,2.758643,0.52947724,0.42580044,3.2738578,0.2687851,0.5290725,2.9045286,0.62911826,0.38480568,2.8819468,0.6297625,0.42762193,2.677658,0.5372723,0.3988096,3.39257,0.4019083,0.46107465,3.3443859,0.3710904,0.43970665,3.2023265,0.2697723,0.5459356
108,3.5601468,-0.5125002,0.94742996,3.54953,-0.5339319,0.9729994,3.5257387,-0.5506599,0.93156075,3.415797,-0.51393324,0.96895313,3.4151685,-0.5475015,0.87554055,3.4809732,-0.32949182,0.9446986,3.3412552,-0.43985415,0.7699959,3.5956852,-0.14161645,0.89188313,3.0504382,-0.42777136,0.6452706,3.7500017,-0.24443857,0.88829887,3.096516,-0.2653106,0.56095254,3.169362,-0.0017292055,0.7278868,3.2851188,-0.0633909,0.64400744,3.121036,0.28576812,0.6037812,3.7146695,0.102994636,0.6381768,2.7812953,0.5123018,0.4390375,3.3902433,0.28922248,0.5344922,2.8982255,0.6273279,0.38425654,2.8760986,0.62896854,0.428992,2.6950076,0.5154271,0.4162217,3.5456548,0.4019281,0.48189965,3.4825387,0.38011295,0.45493534,3.3251295,0.30270386,0.54692453
109,3.6014674,-0.5108816,0.94983846,3.5943263,-0.5314803,0.97696656,3.5668008,-0.5479413,0.93488234,3.4559164,-0.5151368,0.97251827,3.451112,-0.54876417,0.87748075,3.5183477,-0.32866558,0.9467604,3.3718033,-0.4418949,0.77476513,3.6380172,-0.14095335,0.893978,3.0789547,-0.4317739,0.65169847,3.7911134,-0.24924076,0.8935655,3.1270096,-0.26829672,0.56654406,3.2336252,-0.005639652,0.73695576,3.322114,-0.06613842,0.6486693,3.1449144,0.28039494,0.60356647,3.752794,0.09880984,0.6472229,2.797344,0.50254816,0.44989857,3.4568365,0.30219758,0.5341392,2.9064746,0.6245421,0.38761547,2.8843594,0.6261577,0.4323674,2.7052102,0.50168264,0.42621273,3.631064,0.40907395,0.48509684,3.5738375,0.38913202,0.46066824,3.3970163,0.32017598,0.54279286
110,3.6699402,-0.50571746,0.9581811,3.6624458,-0.5269252,0.98356533,3.6341434,-0.54519594,0.94281876,3.5307398,-0.50830984,0.98041326,3.520814,-0.545696,0.88638973,3.5979207,-0.32205155,0.9551523,3.43807,-0.43925205,0.78406173,3.7202778,-0.13927609,0.9045845,3.1356428,-0.43298385,0.6652678,3.8672652,-0.25136152,0.90442294,3.1897612,-0.27110386,0.58190036,3.3134832,-0.007752054,0.7501858,3.3921204,-0.06610617,0.66021603,3.1940632,0.27040946,0.6124805,3.8292284,0.09216679,0.6665425,2.8290582,0.4858784,0.46730778,3.5855284,0.32423916,0.5412526,2.899507,0.61743784,0.38914177,2.8746443,0.61336166,0.4366284,2.732375,0.47729543,0.4495946,3.7719147,0.41201532,0.50759757,3.7180555,0.39954045,0.4787977,3.530334,0.3477756,0.55012983
111,3.7065964,-0.5045465,0.9610855,3.702975,-0.5229336,0.9873595,3.6741598,-0.5416124,0.9457322,3.566584,-0.50697625,0.98222125,3.5566278,-0.5446057,0.8894565,3.636687,-0.3230478,0.9593313,3.4713173,-0.43957564,0.7865385,3.7607467,-0.13875557,0.9088062,3.162012,-0.43362823,0.6695636,3.9099193,-0.25212845,0.91159165,3.2197063,-0.27086863,0.58372664,3.3509045,-0.0074904864,0.75391054,3.4280906,-0.0662376,0.66496325,3.224275,0.2681688,0.6130056,3.85844,0.09007449,0.6687568,2.8522773,0.47839785,0.4746918,3.6532795,0.3392671,0.54310364,2.8964376,0.6173834,0.38796625,2.8736455,0.61164,0.43684855,2.755606,0.46511695,0.4596233,3.832677,0.41198504,0.50809526,3.7874062,0.4022709,0.4834456,3.5900877,0.3624201,0.54802996
112,3.7398536,-0.505358,0.9639642,3.7322862,-0.5266732,0.988984,3.7072089,-0.54339844,0.9478035,3.6001575,-0.5090046,0.9855296,3.5934658,-0.54405165,0.89313745,3.6597602,-0.3270051,0.9611232,3.5044267,-0.440016,0.78835714,3.7991033,-0.13853829,0.9122678,3.1927404,-0.4349814,0.67348725,3.949552,-0.25135684,0.9150884,3.251693,-0.27174777,0.5885421,3.4016845,-0.010005673,0.7618545,3.4668076,-0.06818802,0.6714895,3.2573705,0.26514196,0.61581206,3.9064538,0.093259625,0.6757481,2.8748753,0.46691403,0.4835494,3.7158308,0.3502437,0.54518086,2.885412,0.6084903,0.39009228,2.873826,0.6041997,0.4400355,2.785134,0.45442125,0.47132376,3.90217,0.4133983,0.5157546,3.8499067,0.4058111,0.48848644,3.6632636,0.37786737,0.5492152
113,3.7808466,-0.503623,0.9666499,3.770086,-0.52417886,0.9916225,3.7449646,-0.54075235,0.9508668,3.6348357,-0.5086766,0.9876146,3.627208,-0.5433953,0.8944228,3.7012978,-0.32799333,0.9649223,3.5328977,-0.44028023,0.7922122,3.8336682,-0.13841464,0.91563344,3.2237172,-0.43467554,0.6779774,3.9836044,-0.25005916,0.9166681,3.286043,-0.2712969,0.5926065,3.4349015,-0.0124648465,0.76432335,3.5024583,-0.0712105,0.6779978,3.2963426,0.25974336,0.61840534,3.9375556,0.09502116,0.67908025,2.8969963,0.45183772,0.49287713,3.7798097,0.36037153,0.54766023,2.8766186,0.5947564,0.39194375,2.8621068,0.58819366,0.44265214,2.807476,0.4394476,0.48483074,3.965227,0.4156222,0.51806676,3.9179618,0.40796027,0.49415308,3.7251184,0.38735187,0.55077374
114,3.8153176,-0.500521,0.96899384,3.8050096,-0.5213136,0.99415475,3.7789786,-0.5398063,0.95271796,3.6705964,-0.50758857,0.99028265,3.669204,-0.5428285,0.89868146,3.7334406,-0.32855028,0.96464086,3.5669882,-0.44148344,0.7986006,3.8677075,-0.1406964,0.9204071,3.2611008,-0.4351391,0.68813384,4.024489,-0.24729054,0.9198729,3.320251,-0.26811963,0.5988823,3.4613566,-0.01200628,0.76628643,3.5398595,-0.07085493,0.68346006,3.3351595,0.25866687,0.6193733,3.9760935,0.09276812,0.6855496,2.925948,0.43569234,0.50455433,3.8361597,0.36927906,0.54633105,2.8785288,0.5816439,0.39362985,2.8647742,0.5712263,0.4441804,2.838142,0.42092177,0.4998937,4.038744,0.42365092,0.52487224,3.9914286,0.41877228,0.49953285,3.7888346,0.39941353,0.5501444
115,3.849739,-0.49992892,0.9722152,3.8425865,-0.5204139,0.9975407,3.8168356,-0.536702,0.956057,3.7081869,-0.5075323,0.9935673,3.7000325,-0.5409783,0.89986163,3.7675114,-0.33141744,0.9666711,3.5954,-0.4375593,0.80445415,3.9049573,-0.14239752,0.9262404,3.2928855,-0.43033993,0.6951665,4.060927,-0.24557522,0.9237154,3.3558152,-0.26619142,0.6032497,3.506376,-0.012412457,0.7731153,3.577409,-0.06978392,0.6889588,3.3721392,0.25605404,0.62381977,4.011819,0.096381426,0.6859086,2.9465468,0.41907257,0.5120195,3.8921454,0.37818456,0.5448544,2.8818038,0.5597207,0.399497,2.87787,0.553711,0.4485227,2.860153,0.40112144,0.50907147,4.101399,0.4241766,0.5308159,4.047571,0.42223537,0.5007933,3.845561,0.41417146,0.5443732
116,3.8852606,-0.49752277,0.9746722,3.881076,-0.5180024,1.0001646,3.8559222,-0.5329834,0.95950127,3.7442954,-0.5055429,0.9952081,3.7355402,-0.5409112,0.9025156,3.8047218,-0.33129087,0.97035074,3.6318262,-0.43796012,0.80634,3.9341376,-0.14220318,0.9281136,3.3331776,-0.4300921,0.70346636,4.097339,-0.23969512,0.92512864,3.3950353,-0.26176682,0.6073054,3.535525,-0.015311913,0.7771043,3.6066773,-0.068409696,0.6947593,3.4136062,0.259548,0.62482893,4.050235,0.09970278,0.6926351,2.9707243,0.40315166,0.52253044,3.9587579,0.3915574,0.5460221,2.8867736,0.5373592,0.40211338,2.891154,0.53651595,0.453426,2.8882058,0.3886952,0.5243791,4.17384,0.4263416,0.5379491,4.118973,0.42798406,0.50734407,3.9185894,0.43287283,0.54416573
117,3.919125,-0.49841517,0.9768065,3.914739,-0.5191768,1.0020157,3.8916576,-0.5347681,0.96212137,3.7779658,-0.50386715,0.9974162,3.7743115,-0.5392036,0.90527934,3.8472326,-0.33399493,0.9751798,3.665429,-0.43698508,0.8123661,3.9660563,-0.14087339,0.9318202,3.3611553,-0.43086585,0.7100164,4.1369224,-0.23351116,0.92889607,3.4309983,-0.25879243,0.61060345,3.5700707,-0.018489655,0.781686,3.6389146,-0.0651821,0.6977923,3.460337,0.26147708,0.62864566,4.0797567,0.102387354,0.695266,2.998777,0.38835916,0.5302136,4.011648,0.40460432,0.54259104,2.8939037,0.51109034,0.40639794,2.9071188,0.5130894,0.45717457,2.9192657,0.3711451,0.5357159,4.2316704,0.4279609,0.54835767,4.1749253,0.43189877,0.5145665,3.980081,0.44655636,0.54160315
118,3.9578059,-0.49722806,0.9801085,3.9546125,-0.51506066,1.004634,3.9271007,-0.53254795,0.9647421,3.8180819,-0.49993515,1.0002567,3.8109074,-0.5377579,0.9097994,3.8769286,-0.33507428,0.9774926,3.7008386,-0.43375847,0.81758684,3.9841206,-0.14093697,0.93154407,3.3966477,-0.43077815,0.71445763,4.1783786,-0.22312295,0.93075657,3.4708347,-0.25699383,0.61799586,3.6054986,-0.018158633,0.78721565,3.676388,-0.061026726,0.70204216,3.50363,0.2604977,0.6309538,4.1099057,0.10452125,0.6962619,3.0265052,0.365069,0.53961253,4.067757,0.41673073,0.54297954,2.9118342,0.4864805,0.41089854,2.9224498,0.48894402,0.45841768,2.9572158,0.3420133,0.55150515,4.2836995,0.43042782,0.5511514,4.2337046,0.43650502,0.51787513,4.033968,0.46234593,0.5381774
119,3.9927135,-0.49874032,0.983545,3.986029,-0.51722044,1.0076423,3.9589417,-0.5336799,0.9675596,3.859537,-0.49906754,1.0038166,3.8491862,-0.5349921,0.91274,3.918791,-0.33550602,0.98297966,3.7407022,-0.43362516,0.8231323,4.0147796,-0.13959385,0.9370352,3.4369576,-0.4250533,0.71887857,4.2135224,-0.21223938,0.93144053,3.5151734,-0.25029168,0.6257886,3.6439703,-0.018502247,0.7927531,3.7063582,-0.061286904,0.7050361,3.537967,0.26116598,0.6300844,4.136621,0.10975376,0.69548655,3.0615525,0.344281,0.5496902,4.118455,0.4264188,0.54111165,2.9309475,0.45435098,0.42373893,2.942768,0.45839435,0.47099358,2.9913774,0.31593105,0.5679966,4.3334017,0.43342227,0.55637676,4.2869134,0.44138247,0.5226995,4.0886984,0.4741034,0.5357362
