frame,NOSE_x,NOSE_y,NOSE_z,LEFT_EYE_x,LEFT_EYE_y,LEFT_EYE_z,RIGHT_EYE_x,RIGHT_EYE_y,RIGHT_EYE_z,LEFT_EAR_x,LEFT_EAR_y,LEFT_EAR_z,RIGHT_EAR_x,RIGHT_EAR_y,RIGHT_EAR_z,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_z,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_z,LEFT_ELBOW_x,LEFT_ELBOW_y,LEFT_ELBOW_z,RIGHT_ELBOW_x,RIGHT_ELBOW_y,RIGHT_ELBOW_z,LEFT_WRIST_x,LEFT_WRIST_y,LEFT_WRIST_z,RIGHT_WRIST_x,RIGHT_WRIST_y,RIGHT_WRIST_z,LEFT_GROIN_x,LEFT_GROIN_y,LEFT_GROIN_z,RIGHT_GROIN_x,RIGHT_GROIN_y,RIGHT_GROIN_z,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_KNEE_z,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_KNEE_z,LEFT_ANKLE_x,LEFT_ANKLE_y,LEFT_ANKLE_z,RIGHT_ANKLE_x,RIGHT_ANKLE_y,RIGHT_ANKLE_z,LEFT_BIG_TOE_x,LEFT_BIG_TOE_y,LEFT_BIG_TOE_z,LEFT_LITTLE_TOE_x,LEFT_LITTLE_TOE_y,LEFT_LITTLE_TOE_z,LEFT_HEEL_x,LEFT_HEEL_y,LEFT_HEEL_z,RIGHT_BIG_TOE_x,RIGHT_BIG_TOE_y,RIGHT_BIG_TOE_z,RIGHT_LITTLE_TOE_x,RIGHT_LITTLE_TOE_y,RIGHT_LITTLE_TOE_z,RIGHT_HEEL_x,RIGHT_HEEL_y,RIGHT_HEEL_z
28,0.5712068,-0.642764,0.70327413,0.5536306,-0.6671094,0.7348647,0.53317446,-0.6875465,0.67861396,0.38522592,-0.64701605,0.7440736,0.40050656,-0.69151276,0.6091047,0.5229335,-0.4408994,0.77318317,0.21803048,-0.55962867,0.50791425,0.5483082,-0.21542025,0.78941,-0.07692857,-0.45972297,0.40719604,0.6944355,-0.061338697,0.74107116,-0.03727535,-0.2889025,0.32870865,0.22146845,-0.038195755,0.63477814,0.09323702,-0.12456918,0.4551486,-0.14340925,0.40834963,0.53779525,0.4918067,0.16843377,0.36669394,-0.70690686,0.22923627,0.4884691,0.52189547,0.6808238,0.2548795,-0.8296347,0.3254555,0.44207737,-0.8218008,0.29907674,0.48459038,-0.7638021,0.15540749,0.4887539,0.7838056,0.61840343,0.20527817,0.75502056,0.6335703,0.16550264,0.4451055,0.7823881,0.272723
29,0.60353494,-0.6406092,0.7047372,0.59010714,-0.662176,0.73625046,0.5685542,-0.6828294,0.67979044,0.41254094,-0.64307356,0.7443887,0.43656594,-0.6865507,0.6079154,0.5534201,-0.43641254,0.77477515,0.25715905,-0.5596922,0.50869596,0.5974223,-0.20639892,0.79134667,-0.036578197,-0.4547445,0.40326124,0.7353318,-0.04269532,0.75097775,0.03595849,-0.28331652,0.33516774,0.25169232,-0.033496454,0.63235474,0.13712332,-0.122510105,0.4550042,-0.07228887,0.40865108,0.53793836,0.5330818,0.17257403,0.35424212,-0.64157367,0.23295593,0.48517442,0.5493449,0.68937945,0.25628257,-0.8053171,0.32340193,0.41984922,-0.8074244,0.30586833,0.48277444,-0.686522,0.16104314,0.48320007,0.8208062,0.6309421,0.20271818,0.78393114,0.64853954,0.16435727,0.4634838,0.78805035,0.2765077
30,0.63846546,-0.63893414,0.7046381,0.6249967,-0.66271794,0.73680156,0.6031778,-0.68326545,0.6806098,0.44170523,-0.6401346,0.7449559,0.46885332,-0.6861414,0.60824996,0.5861702,-0.43173113,0.77645075,0.29125643,-0.5553921,0.50726455,0.6306888,-0.19805254,0.79485315,0.004766511,-0.44001514,0.39600518,0.76880693,-0.021678688,0.76466256,0.11533762,-0.27317643,0.3406571,0.2817197,-0.027305003,0.6330652,0.18318425,-0.117460445,0.45418024,0.005168481,0.40451127,0.5353863,0.56211793,0.17833486,0.3477491,-0.55483276,0.23033313,0.48854518,0.5734909,0.6928935,0.25848264,-0.7750961,0.31000525,0.3980828,-0.771722,0.29572535,0.4836257,-0.6117412,0.16259652,0.49206448,0.8499515,0.64493704,0.19280669,0.8075747,0.6622354,0.15669486,0.48940235,0.79133856,0.27849662
31,0.6721998,-0.634878,0.7057377,0.65436053,-0.65937555,0.7371711,0.63636523,-0.6791438,0.67934865,0.5116408,-0.63862854,0.7461163,0.50319546,-0.6834274,0.6094585,0.6180534,-0.43085876,0.7751676,0.31425092,-0.5521748,0.50382715,0.655638,-0.19700278,0.7988773,0.04868455,-0.4231591,0.395773,0.7902952,-0.012481785,0.7750968,0.18609232,-0.25921306,0.3454085,0.3402131,-0.020547304,0.63908076,0.22540705,-0.10776883,0.4571073,0.08926763,0.40404812,0.5326345,0.59893817,0.18882635,0.34236974,-0.4889196,0.20679444,0.48527053,0.5950984,0.70047355,0.25965825,-0.75523984,0.28604084,0.33063912,-0.7433321,0.25709388,0.39667788,-0.534695,0.1424564,0.47284758,0.87849224,0.6682377,0.18138303,0.8235904,0.6842109,0.14779769,0.51611567,0.7940209,0.28450626
32,0.70478135,-0.63120717,0.70627946,0.6910971,-0.65717417,0.7369232,0.669082,-0.676549,0.68046147,0.5432975,-0.63883626,0.747048,0.5393323,-0.68255883,0.6091207,0.6493168,-0.4302352,0.7739356,0.35335404,-0.5528177,0.5065001,0.6826635,-0.19657767,0.80567694,0.09726213,-0.42287832,0.39624938,0.81674755,-0.00017522174,0.7888724,0.26988947,-0.2518133,0.3513878,0.37580916,-0.020242069,0.6331151,0.262522,-0.10365762,0.44947588,0.16759883,0.4005073,0.5303727,0.63558686,0.1908592,0.33989054,-0.43831652,0.1772973,0.5127412,0.6070832,0.7028892,0.25872877,-0.69680536,0.27301812,0.34657228,-0.6762608,0.2401696,0.4142895,-0.44003415,0.09126726,0.43200266,0.9075436,0.6827026,0.17913318,0.8459787,0.69465137,0.14644872,0.51119125,0.7948996,0.28627414
33,0.7398987,-0.6307099,0.7063281,0.7262985,-0.654682,0.73844564,0.70401025,-0.6739547,0.6822652,0.58357453,-0.63369644,0.7483473,0.57226217,-0.68009937,0.6110551,0.68686664,-0.42627627,0.77640915,0.38495132,-0.5489794,0.5071752,0.72079456,-0.19070794,0.81230575,0.1419325,-0.41905743,0.3954704,0.8575211,0.012076844,0.80011106,0.34502092,-0.2441045,0.34844232,0.4319637,-0.017561933,0.6391113,0.30397815,-0.098086245,0.45562795,0.26388994,0.3958545,0.52316517,0.6797009,0.18505386,0.3398057,-0.36689577,0.18145606,0.5293043,0.61058354,0.6979314,0.2612387,-0.63866395,0.2696749,0.3668254,-0.6219199,0.24217732,0.43306038,-0.35501477,0.085914224,0.43469885,0.8929444,0.68039185,0.18182123,0.84147376,0.6936958,0.1493557,0.5145594,0.7906356,0.28599098
34,0.7713141,-0.6267178,0.7072388,0.7566188,-0.6509783,0.7388374,0.73768735,-0.6727865,0.68234736,0.6212915,-0.6316352,0.74750686,0.6091096,-0.6776716,0.61119986,0.7191602,-0.4255264,0.7743813,0.41721106,-0.54641795,0.5032866,0.7505602,-0.19000076,0.8204967,0.19778746,-0.40995762,0.39217952,0.8751202,0.014516447,0.81065565,0.42819172,-0.25289837,0.35396743,0.4656039,-0.025195535,0.6348659,0.3420337,-0.100333646,0.4527029,0.3427284,0.39008704,0.51264626,0.71096563,0.18682057,0.33458528,-0.29398492,0.1847827,0.5458555,0.61354166,0.6955017,0.26365083,-0.5750415,0.26286346,0.3877819,-0.5525387,0.24475068,0.44130445,-0.28516313,0.07929347,0.42705834,0.89923096,0.6798548,0.18129462,0.8410621,0.6932227,0.14864433,0.5075437,0.7858792,0.289447
35,0.8035014,-0.6272376,0.70758146,0.78998464,-0.6511175,0.7393772,0.77412426,-0.6705161,0.6851614,0.6530346,-0.63096166,0.74728155,0.6471431,-0.67713356,0.61305606,0.7503951,-0.42610484,0.77318275,0.44706252,-0.540926,0.50108576,0.7769642,-0.18792792,0.8265145,0.25269955,-0.39902627,0.38797188,0.90090007,0.017455706,0.8226386,0.49120748,-0.23690607,0.36550543,0.50880706,-0.025227856,0.6376327,0.38437444,-0.09779638,0.45735538,0.42562425,0.3780136,0.5090732,0.73321635,0.18785928,0.33316517,-0.20292403,0.21107958,0.5248884,0.62902635,0.6928079,0.26336557,-0.47203684,0.24457705,0.3658583,-0.47345194,0.26218224,0.4671863,-0.2160025,0.107505195,0.4838159,0.9090099,0.68380266,0.17712906,0.829907,0.6946454,0.14431356,0.52050894,0.78736424,0.29220498
36,0.87402683,-0.6201209,0.7121441,0.860489,-0.6440478,0.743745,0.8433965,-0.664579,0.6901807,0.69839257,-0.6263776,0.74855083,0.7159968,-0.67016417,0.6177793,0.81401473,-0.42174056,0.7755563,0.5322635,-0.53151786,0.5017837,0.8234876,-0.18933383,0.8330703,0.34731343,-0.38998756,0.3884257,0.93403244,0.020034539,0.83920854,0.64049387,-0.24709384,0.38390312,0.58096135,-0.027111493,0.6321616,0.46010947,-0.102622874,0.4546569,0.4981482,0.34954163,0.50096387,0.7853836,0.19586805,0.32994464,-0.046732426,0.19092548,0.5162209,0.641058,0.6970741,0.26305714,-0.33026814,0.2574008,0.3996018,-0.3148979,0.26713628,0.4922303,-0.047884762,0.083703056,0.44842842,0.9174785,0.690621,0.1754605,0.83684444,0.69928133,0.14333618,0.5179394,0.7894041,0.29540431
37,0.90945464,-0.6189137,0.7135589,0.8911887,-0.6428664,0.74606395,0.8748077,-0.66270375,0.69079375,0.73286873,-0.62278146,0.75014746,0.74729323,-0.6682734,0.61848944,0.8413624,-0.42176077,0.7752064,0.5662204,-0.5276097,0.501795,0.8460232,-0.19304828,0.8422942,0.4135639,-0.38411692,0.39166027,0.95827216,0.019653682,0.85190177,0.7101267,-0.24274153,0.39183298,0.6200332,-0.024525667,0.6268653,0.49475065,-0.101380706,0.44658697,0.56519705,0.33853516,0.50158983,0.80501086,0.2016467,0.32723406,0.030278616,0.19082959,0.5160592,0.64982957,0.6958552,0.26655138,-0.2632119,0.2698175,0.40662444,-0.23284471,0.26715174,0.49257755,0.028642347,0.088744394,0.45747662,0.91730446,0.69180226,0.16915876,0.8499601,0.69707257,0.14208977,0.53919476,0.7826525,0.29374516
38,0.9734862,-0.61561185,0.71970963,0.95966923,-0.63868177,0.75035983,0.94588304,-0.6579882,0.6960323,0.80717784,-0.6203853,0.755445,0.81516576,-0.6627767,0.6232004,0.91322976,-0.41903275,0.78048825,0.65098166,-0.52272373,0.51166725,0.9093536,-0.19162698,0.84933466,0.52405226,-0.37710494,0.39799148,0.9978902,0.020767953,0.8645577,0.8584567,-0.24033862,0.41134956,0.6930005,-0.023106808,0.6266679,0.56269515,-0.10564351,0.45141232,0.71117854,0.2910185,0.5051918,0.8565136,0.20802055,0.3270262,0.20301373,0.17837565,0.5181623,0.6551547,0.68378,0.26789287,-0.09092067,0.27112153,0.42291805,-0.046478003,0.26459423,0.4999549,0.16783392,0.08001447,0.497107,0.9013954,0.69165355,0.16478151,0.82519954,0.69857424,0.14357042,0.5338319,0.76895225,0.29208156
39,1.0070537,-0.612116,0.7203418,0.989328,-0.6368128,0.75076175,0.97801656,-0.65507495,0.69874436,0.82310677,-0.6201825,0.75384516,0.8527896,-0.6604969,0.62716967,0.9377356,-0.4148917,0.7807198,0.67640954,-0.51853466,0.51252055,0.9459547,-0.18768932,0.855515,0.58937466,-0.36669385,0.3994329,1.0163044,0.012378611,0.8739029,0.9120433,-0.23999439,0.4142921,0.74752045,-0.022265494,0.6265519,0.594819,-0.105254196,0.4474486,0.9037827,0.30283788,0.50705034,0.8840888,0.21900284,0.3233427,0.31035516,0.15745905,0.548869,0.65689474,0.6809614,0.26732212,0.021776438,0.26336223,0.44967574,0.07251573,0.25924274,0.5120793,0.22993623,0.11900636,0.59187216,0.9097117,0.69545394,0.17100592,0.8302698,0.70317024,0.14270738,0.533548,0.7682796,0.29467547
40,1.0422407,-0.61083657,0.7244744,1.0256078,-0.635006,0.75289005,1.0100983,-0.6548107,0.70085937,0.8601417,-0.6171354,0.75548303,0.88541293,-0.6618061,0.62802577,0.98026866,-0.41212332,0.77929354,0.71800417,-0.517061,0.5157343,0.9851594,-0.17665,0.8605315,0.67064154,-0.35820046,0.40475518,1.0233377,0.015520127,0.88173497,0.9899915,-0.24994029,0.41927788,0.7943872,-0.017952994,0.6220215,0.6358723,-0.10345884,0.44214377,0.9815313,0.30113256,0.50511867,0.9144825,0.2199753,0.3224659,0.48516396,0.15410869,0.5473698,0.6573047,0.6812326,0.26874316,0.12029588,0.26996112,0.4534765,0.1812996,0.25901297,0.5168274,0.31292018,0.116075,0.5910551,0.9103849,0.69655895,0.16936496,0.8296888,0.70601934,0.14366914,0.5285334,0.76272494,0.29757056
41,1.0763614,-0.60815054,0.72576183,1.0618016,-0.63274235,0.7563581,1.0469216,-0.6518187,0.7026872,0.89447546,-0.61267024,0.7578788,0.92087895,-0.6572283,0.63122064,1.0077684,-0.40989602,0.7804709,0.7582696,-0.512983,0.51745796,0.995781,-0.17765494,0.8658963,0.73974216,-0.35686982,0.40137792,1.0367594,0.0045040688,0.8900008,1.046698,-0.2581272,0.42275742,0.83070034,-0.014917439,0.6167792,0.6680443,-0.10002158,0.43745133,1.0359142,0.2950292,0.50471336,0.92743725,0.22132373,0.32170808,0.65446275,0.19598992,0.53404814,0.6707928,0.6818103,0.27150384,1.2514119,0.4948964,0.4451821,1.1438134,0.5274937,0.5172356,0.54422545,0.15363789,0.50965625,0.9220572,0.700439,0.17264596,0.84180236,0.70426285,0.14236835,0.54403555,0.7588674,0.2993292
42,1.1110028,-0.6068115,0.7269754,1.0937335,-0.6326956,0.75764734,1.0784509,-0.6516914,0.7041295,0.9299622,-0.61328375,0.7596987,0.95564705,-0.65546614,0.6327787,1.0427338,-0.4094601,0.7872964,0.80166763,-0.51018053,0.5197933,1.006763,-0.18276413,0.8758608,0.8011272,-0.34814093,0.40456682,1.0508628,-0.009775959,0.8994844,1.1029751,-0.2653438,0.42818302,0.86994904,-0.021012243,0.6157975,0.7085936,-0.10182253,0.4359258,1.1015484,0.28234792,0.49962386,0.93230814,0.2202277,0.32066932,0.7433215,0.24981016,0.52870107,0.6731285,0.68355745,0.27257288,1.2487944,0.46414322,0.4444572,1.1012816,0.42336318,0.5173825,0.60069543,0.21195373,0.5222593,0.9147903,0.70222455,0.17568202,0.8381783,0.7058116,0.1459368,0.54955846,0.7543641,0.30141988
43,1.1483012,-0.6041977,0.73189545,1.1315037,-0.6306579,0.76070094,1.1120107,-0.6483049,0.7083002,0.96581674,-0.61149144,0.75993085,0.9908346,-0.65144414,0.6353235,1.0741171,-0.40967134,0.7886859,0.85147035,-0.50529766,0.5221162,1.0219334,-0.1939075,0.88200927,0.859773,-0.34216622,0.3887352,1.0643679,-0.019778179,0.90875906,1.1562783,-0.2723739,0.43853697,0.89120847,-0.02829584,0.61344165,0.72357047,-0.10347158,0.4324949,1.1476622,0.27191204,0.5000717,0.9549109,0.23344079,0.31744307,0.86263084,0.22033758,0.5518048,0.67101026,0.6783882,0.27297133,1.2779942,0.44692904,0.44759768,1.1427805,0.36848,0.53474885,0.6045655,0.14479566,0.517665,0.9163525,0.7030542,0.17177589,0.83395076,0.70468026,0.14234316,0.5474753,0.74999756,0.3043143
44,1.1808358,-0.6053888,0.7336712,1.163324,-0.6303445,0.76353043,1.1475341,-0.6491197,0.7105764,1.0118427,-0.60888135,0.766013,1.0253675,-0.65041566,0.6366612,1.1119006,-0.40920502,0.79517263,0.89571524,-0.5025019,0.52671623,1.0201904,-0.19748658,0.8878807,0.90667045,-0.34056225,0.38750795,1.0758605,-0.029758606,0.91774493,1.2101024,-0.27632144,0.44699696,0.9248642,-0.036303528,0.61288244,0.7621719,-0.10958606,0.4299273,1.2129129,0.25303894,0.5094958,0.97697294,0.2349468,0.31683052,0.98015463,0.23368806,0.5095653,0.67890096,0.67539006,0.27139056,1.3072231,0.45818546,0.41977832,1.3355846,0.37969592,0.4683546,0.67882824,0.1288735,0.48670796,0.9149886,0.70468765,0.17440519,0.8270891,0.7029045,0.14279118,0.5609695,0.743142,0.3031543
45,1.2156218,-0.60286564,0.737021,1.198542,-0.6284446,0.7650917,1.1821843,-0.64646286,0.7140599,1.0344347,-0.6095858,0.76613545,1.0607702,-0.64861983,0.6409483,1.1322395,-0.40651456,0.7977523,0.9422869,-0.5009555,0.53086615,1.0270975,-0.19900498,0.8916528,0.953522,-0.3334497,0.39079013,1.0945715,-0.034191296,0.9239278,1.2482599,-0.27978662,0.45497516,0.9744069,-0.040981486,0.61380947,0.79952925,-0.11146888,0.43165553,1.2765445,0.24085985,0.5143436,0.9902266,0.23910445,0.31480634,0.93744713,0.22389491,0.49291518,0.6841286,0.67225033,0.27333942,1.2779652,0.43466952,0.4213385,1.0842034,0.35897222,0.48682165,0.7366952,0.18140493,0.4835504,0.9188628,0.7034896,0.1726415,0.8222499,0.70266616,0.14011738,0.55590194,0.7347563,0.3065398
46,1.2491627,-0.60145414,0.7392906,1.2353473,-0.6266543,0.76746565,1.21557,-0.64477015,0.7165897,1.0726763,-0.6059651,0.76961637,1.0949585,-0.6477417,0.64457613,1.1774973,-0.40583527,0.79972494,0.9869382,-0.5022247,0.5375029,1.1035289,-0.20199205,0.9029439,1.0079068,-0.32705036,0.40007997,1.1198575,-0.046826653,0.9315643,1.3051381,-0.28732064,0.47081977,1.0168225,-0.045049228,0.613666,0.83783776,-0.11820542,0.42922544,1.3251327,0.2289508,0.51565516,1.0197933,0.25597563,0.3100079,0.89066553,0.21148217,0.4687876,0.6849064,0.66965085,0.27256632,0.6643269,0.34644732,0.39038998,0.70268637,0.34598568,0.43863365,0.69654876,0.13829784,0.47008947,0.90963084,0.70515513,0.17019305,0.8084104,0.70187384,0.13884497,0.56926686,0.72558904,0.30319828
47,1.2836848,-0.59958583,0.74231005,1.2700837,-0.624927,0.7725074,1.2523373,-0.6438361,0.72040045,1.102074,-0.605605,0.7721353,1.1312711,-0.6458522,0.64812636,1.206587,-0.40732753,0.802173,1.0330089,-0.50190383,0.54595155,1.1284728,-0.20759185,0.9041168,1.0488616,-0.32219574,0.409938,1.1372219,-0.05894114,0.93947965,1.3535311,-0.2944233,0.488321,1.0546286,-0.046675585,0.61192286,0.8788943,-0.11775599,0.43015715,1.3809358,0.21352725,0.5190597,1.0362605,0.2545791,0.30990267,0.98611784,0.25428402,0.45825115,0.6972801,0.6618511,0.27231157,1.1594905,0.5322287,0.35192275,1.0908778,0.51636046,0.39576563,0.96948886,0.3144849,0.43722466,0.9181162,0.7057654,0.17016341,0.8254863,0.69872624,0.14041197,0.56491137,0.7215093,0.30541545
48,1.3157973,-0.59853745,0.74564934,1.3030909,-0.62529796,0.77458423,1.285815,-0.64276654,0.72248584,1.1519697,-0.60476464,0.777976,1.1646461,-0.6441037,0.65212524,1.2284611,-0.40777358,0.8073609,1.0705684,-0.5012537,0.5490251,1.1302192,-0.20613164,0.91222733,1.1022162,-0.31432167,0.41893733,1.1440103,-0.0667319,0.94272006,1.3993441,-0.29871374,0.50044274,1.1047909,-0.045022048,0.6158376,0.9394543,-0.11106818,0.43483737,1.4295614,0.18934575,0.5265603,1.0627017,0.2612945,0.30522516,0.9926616,0.29055354,0.45306048,0.7025554,0.6573285,0.26943558,1.1774875,0.51837796,0.34549156,1.1336896,0.52278185,0.39460197,0.9911714,0.34733522,0.44600162,0.9150126,0.708978,0.17621529,0.82669556,0.69911224,0.14109743,0.5589915,0.71886104,0.302711
49,1.3530909,-0.5997989,0.7487824,1.3377855,-0.62479895,0.7784743,1.3197666,-0.6413256,0.7262578,1.1736286,-0.6090707,0.78113997,1.1990846,-0.6434054,0.6567718,1.2659612,-0.41080707,0.8112844,1.1145301,-0.50219846,0.55641764,1.1811067,-0.20833735,0.9099436,1.1526467,-0.31072342,0.42424828,1.2039471,-0.06145837,0.946853,1.4487499,-0.30519557,0.5141419,1.1465518,-0.045679085,0.61678725,0.97555524,-0.110072665,0.43338737,1.472537,0.17574358,0.52461326,1.0794512,0.27094135,0.30378324,0.9821125,0.2620963,0.43704674,0.70242184,0.64631295,0.27006865,1.1711832,0.5167738,0.3410341,1.1464422,0.51928455,0.38846442,0.8864641,0.2504145,0.42133352,0.90040404,0.7105316,0.17554706,0.8097641,0.69890714,0.13797912,0.5680615,0.7054794,0.30394813
50,1.384283,-0.60014623,0.75459033,1.3719963,-0.62471694,0.7823954,1.3541008,-0.6419147,0.7310195,1.2055639,-0.60513055,0.7850627,1.2365123,-0.6414604,0.6614717,1.2814521,-0.41506952,0.8132931,1.1641543,-0.50116533,0.56191903,1.2046974,-0.22884347,0.91110885,1.1958299,-0.31372672,0.42875534,1.2137451,-0.081950374,0.95160526,1.4944288,-0.3102253,0.52641535,1.1789073,-0.044712666,0.618778,1.0203953,-0.10541966,0.43679553,1.5174075,0.1653077,0.52671605,1.1051265,0.27403003,0.30611917,0.9861469,0.2615187,0.4272389,0.7205007,0.63241804,0.26745847,1.1609341,0.5137334,0.32585186,1.1344718,0.5162209,0.37871101,0.9070883,0.25154558,0.4142348,0.9041306,0.71203613,0.17928225,0.81853193,0.69420713,0.13762023,0.58130205,0.68929964,0.3016029
51,1.420927,-0.5997149,0.75779915,1.4057724,-0.6247116,0.78712666,1.3905119,-0.64135,0.7343899,1.2391158,-0.6042385,0.78689593,1.2727922,-0.64082277,0.6651079,1.303264,-0.42007625,0.8092836,1.210888,-0.50435716,0.56522274,1.2273759,-0.2285332,0.91153663,1.2475128,-0.3152936,0.43525377,1.2571138,-0.07558965,0.9570618,1.5365646,-0.31948826,0.5403278,1.211068,-0.04768095,0.6160554,1.0597069,-0.099276096,0.43710673,1.5668051,0.15072976,0.5325229,1.125097,0.27276248,0.30852923,0.9955938,0.2652604,0.423136,0.7222107,0.626289,0.26776507,1.1502903,0.5044916,0.29727626,1.116501,0.5036092,0.35545158,0.8743083,0.20247336,0.4350917,0.90550154,0.7133657,0.180564,0.8267615,0.6941268,0.14003377,0.5882811,0.6767382,0.301013
52,1.4534352,-0.59970176,0.76275975,1.4391345,-0.6232581,0.7917186,1.4232194,-0.6390568,0.7386948,1.2733483,-0.6028293,0.7914285,1.3083098,-0.6373277,0.66957873,1.3225971,-0.42229214,0.8122003,1.2559028,-0.50607336,0.57197696,1.3124808,-0.23215836,0.91679484,1.3075771,-0.31208727,0.44106308,1.5058669,-0.15360926,0.97900015,1.5803971,-0.32741106,0.5540724,1.2430868,-0.053661793,0.61550313,1.1015524,-0.10431545,0.43862632,1.5952632,0.14097176,0.53396475,1.1392196,0.27244562,0.30727172,1.0567974,0.3190424,0.39723057,0.7368277,0.6168293,0.2654634,1.0843871,0.5368835,0.2389573,1.0319474,0.5408196,0.29124627,0.89287686,0.28686777,0.39780724,0.92563504,0.7146903,0.18068032,0.8442735,0.6925479,0.14105438,0.607355,0.65854007,0.2986875
53,1.5234171,-0.59772265,0.7719568,1.5094374,-0.6220109,0.7990457,1.4934589,-0.6362263,0.7463285,1.3466067,-0.6014643,0.8005867,1.3745438,-0.63474846,0.67921245,1.3369033,-0.4355724,0.81660986,1.3443716,-0.5076542,0.58827484,1.2960964,-0.25305822,0.9176568,1.4040395,-0.3154601,0.45771426,1.3098178,-0.18750109,0.9721521,1.6635628,-0.33498392,0.5745006,1.2930721,-0.06609646,0.62287354,1.1740111,-0.115216084,0.45480233,1.6704141,0.114210665,0.54909766,1.1589626,0.27146465,0.3114457,1.1968101,0.34621,0.39931256,0.7682236,0.60103196,0.26684564,1.2260789,0.4747288,0.2762755,1.223954,0.47979277,0.33300212,1.1167629,0.34431756,0.40165526,0.9219239,0.71904063,0.17733619,0.83356404,0.69153965,0.14260727,0.6444897,0.64451104,0.30536556
54,1.5574161,-0.5957956,0.7753207,1.545261,-0.6198395,0.8040519,1.5262604,-0.6350482,0.7516081,1.3778163,-0.60235,0.8055145,1.4096298,-0.63242495,0.684568,1.3783325,-0.4359599,0.8223217,1.3807429,-0.5081139,0.5911273,1.3687278,-0.25722933,0.92022246,1.4507134,-0.3206057,0.46341568,1.5930146,-0.18411414,0.9921927,1.7087778,-0.34083432,0.5877239,1.3346682,-0.06909891,0.6278646,1.2020013,-0.113003395,0.45837227,1.7054033,0.096491344,0.5520813,1.1740516,0.26768574,0.3153842,1.2443208,0.34518078,0.40129298,0.8050092,0.57141304,0.2613898,1.3148769,0.4779356,0.28614953,1.3054302,0.48306742,0.33888584,1.1704568,0.3456372,0.40360892,0.9328527,0.71124417,0.18559434,0.8431,0.6848562,0.14678831,0.69381166,0.6068363,0.30750045
55,1.5946739,-0.5932292,0.77907443,1.5830842,-0.6179745,0.8081828,1.560294,-0.63266987,0.75503415,1.4289927,-0.59936875,0.8110055,1.4435056,-0.63213575,0.68892676,1.3880974,-0.44201443,0.82294935,1.4206021,-0.5074709,0.5967569,1.4000125,-0.2599425,0.9248129,1.5072821,-0.3207208,0.46736062,1.626837,-0.18873185,0.99558043,1.7524083,-0.3482844,0.6016502,1.3669109,-0.07238862,0.6346221,1.238572,-0.11710391,0.46472803,1.73956,0.08190827,0.55840844,1.1927892,0.265306,0.32013986,1.3100909,0.3390617,0.4083852,0.82706267,0.55359375,0.25680113,1.4032221,0.48000363,0.29265103,1.3871148,0.48353642,0.34690493,1.2299073,0.34307408,0.41054547,0.94709265,0.7076436,0.18563215,0.8504095,0.67801887,0.14700899,0.70406777,0.5939658,0.30177283
56,1.6570385,-0.5901973,0.7864448,1.6453454,-0.6144909,0.8169875,1.6280383,-0.63125503,0.76409805,1.4837313,-0.5956149,0.8182205,1.5119189,-0.6308227,0.69829196,1.4259276,-0.44246045,0.8276143,1.49886,-0.50399023,0.605876,1.3555564,-0.29508412,0.9236698,1.5946347,-0.32309112,0.48042917,1.4138899,-0.19946341,0.9826818,1.826102,-0.3526352,0.615301,1.4321607,-0.06787748,0.6430034,1.3090465,-0.11225149,0.47489148,1.8010703,0.070491366,0.56744534,1.232686,0.25637242,0.32739055,1.4447793,0.34508297,0.4191324,0.8432365,0.5274352,0.25228903,1.5701276,0.47600457,0.32198876,1.5537164,0.47740483,0.3756266,1.367933,0.35389248,0.41694415,0.93524426,0.7058911,0.17920963,0.8417542,0.6676266,0.14345081,0.7208319,0.5464113,0.28769284
57,1.6919223,-0.58756673,0.7901542,1.6829176,-0.61367863,0.81975746,1.6619046,-0.63006943,0.7681444,1.505591,-0.5970495,0.8193105,1.5425329,-0.63066465,0.7024108,1.444281,-0.44613722,0.8268207,1.5379481,-0.5040751,0.6118783,1.375414,-0.2907281,0.91697764,1.6387413,-0.32572848,0.48123422,1.5104334,-0.16138649,0.9790289,1.8631465,-0.35443488,0.62554425,1.4573512,-0.070960365,0.64456964,1.3515184,-0.11534323,0.48234305,1.8314666,0.06357146,0.57008904,1.2629945,0.24579434,0.3350768,1.5158118,0.34295052,0.42353976,0.8845811,0.4963142,0.25935888,1.6631719,0.4665719,0.33578554,1.6349208,0.46796197,0.38909578,1.4388955,0.36093813,0.41691926,0.95106417,0.69778734,0.18544447,0.8753608,0.6573148,0.15480964,0.7418517,0.5159792,0.27912205
