Unnamed: 0,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,nose_x,nose_y,throad_x,throad_y,tailbaes_x,tailbaes_y,withers_x,withers_y,left_front_elbow_x,left_front_elbow_y,right_front_elbow_x,right_front_elbow_y,left_back_elbow_x,left_back_elbow_y,right_back_elbow_x,right_back_elbow_y,left_front_knee_x,left_front_knee_y,right_front_knee_x,right_front_knee_y,left_back_knee_x,left_back_knee_y,right_back_knee_x,right_back_knee_y,left_front_paw_x,left_front_paw_y,right_front_paw_x,right_front_paw_y,left_back_paw_x,left_back_paw_y,right_back_paw_x,right_back_paw_y,label,left_front_elbow_angle,right_front_elbow_angle,left_back_knee_angle,right_back_knee_angle,left_front_elbow_angle_diff,right_front_elbow_angle_diff,left_back_knee_angle_diff,right_back_knee_angle_diff,withers_dx,withers_dy,withers_movement,left_front_elbow_angle_z,right_front_elbow_angle_z,left_back_knee_angle_z,right_back_knee_angle_z,withers_movement_z
00:09:50.602423,514.09130859375,95.36493682861328,580.6464233398438,57.33346939086914,514.09130859375,85.85707092285156,571.1385498046875,57.33346939086914,514.09130859375,47.82560348510742,523.5991821289062,285.52227783203125,998.9925537109376,589.7739868164062,656.7093505859375,209.45933532714844,561.6306762695312,475.67962646484375,571.1385498046875,494.6953430175781,770.8037109375,713.3762817382812,989.4846801757812,675.3447875976562,571.1385498046875,570.75830078125,590.154296875,561.2504272460938,865.8823852539062,846.4864501953125,875.3902587890625,846.4864501953125,552.122802734375,665.8369750976562,609.1699829101562,627.8054809570312,761.2958984375,913.04150390625,780.3115844726562,913.04150390625,0,163.20858321054095,147.35537402577904,86.93352595994212,158.68207560356603,,,,,,,,0.3479626664092221,-0.05846991577546541,-1.8471111591262954,0.4461605077034009,
00:09:51.156938,533.0272827148438,95.77086639404295,561.7650146484375,67.03313446044922,523.447998046875,86.19161987304688,561.7650146484375,57.453887939453125,513.8687744140625,47.8746452331543,533.0272827148438,277.7765197753906,1011.989501953125,584.3123168945312,657.5574340820312,210.7218017578125,552.1857299804688,440.6236877441406,542.6065063476562,469.3614196777344,762.9291381835938,718.4217529296875,973.6724853515624,670.5255737304688,561.7650146484375,555.5745849609375,590.5027465820312,555.5745849609375,858.7215576171875,842.9519653320312,868.3008422851562,852.5311889648438,552.1857299804688,670.5255737304688,571.34423828125,641.7877807617188,762.9291381835938,919.5858764648438,791.6668701171875,919.5858764648438,0,155.37643390441744,146.57518968199903,91.09122224955937,161.2544850176195,-7.832149306123512,-0.7801843437800073,4.157696289617249,2.5724094140534532,0.84808349609375,1.2624664306640625,1.5208770840867634,0.08435054490498883,-0.08391768117496948,-1.7078825691449355,0.5461921590301456,-0.4665970288712971
00:09:51.637134,513.9801025390625,97.0972900390625,561.84619140625,58.80440902709961,513.9801025390625,87.52406311035156,561.84619140625,58.80440902709961,485.2604370117188,49.2311897277832,523.5533447265625,288.5616760253906,1011.7874755859376,575.7582397460938,657.578369140625,211.97592163085932,552.27294921875,451.306396484375,533.1265258789062,441.7331848144531,762.8837890625,719.3565673828125,983.06787109375,671.4904174804688,561.84619140625,556.61181640625,590.5658569335938,556.61181640625,858.615966796875,843.8084106445312,887.3356323242188,853.381591796875,552.27294921875,671.4904174804688,580.9926147460938,642.7708129882812,762.8837890625,920.3941650390624,896.9088745117188,949.1138305664062,0,156.25050330360625,138.16457862040969,91.0912233960441,146.53084510989345,0.8740693991888122,-8.41061106158935,1.146484734704245e-06,-14.723639907726039,0.02093505859375,1.2541198730468182,1.2542945956390352,0.11376970938413694,-0.3582518931700658,-1.7078825307526524,-0.026356676106246785,-0.4679494222084244
00:09:52.117750,532.8731079101562,96.2560577392578,561.6553955078125,67.47379302978516,513.6849365234375,77.06787872314453,561.6553955078125,67.47379302978516,484.9026794433594,48.28561401367188,523.279052734375,288.1378173828125,1002.9834594726562,566.3663940429688,657.5962524414062,211.38511657714844,552.061279296875,480.01959228515625,542.4672241210938,451.2373352050781,763.1312255859375,710.2777099609375,983.7952880859376,662.3073120117188,561.6553955078125,556.7723388671875,590.4376220703125,566.3663940429688,859.0721435546875,844.594970703125,878.2603149414062,854.1890258789062,552.061279296875,671.9013671875,580.8435668945312,643.1190795898438,763.1312255859375,921.34765625,849.47802734375,921.34765625,0,158.5522635722037,143.0490705639912,93.12210775587972,174.387802343493,2.3017602685974623,4.884491943581509,2.0308843598356248,27.85695723359956,0.01788330078125,-0.5908050537108807,0.5910756499274431,0.19124166297990539,-0.19893133506478902,-1.6398743968874583,1.0568991298288366,-0.4713139826056945
00:09:52.597859,532.2526245117188,95.44414520263672,561.0441284179688,85.84697723388672,522.6554565429688,85.84697723388672,561.0441284179688,66.65264129638672,484.2667846679688,47.45831298828125,532.2526245117188,277.790283203125,1021.7080688476562,594.4967651367188,657.0157470703125,210.61013793945312,551.4469604492188,440.9421081542969,532.2526245117188,440.9421081542969,762.5845947265625,719.2599487304688,983.3193969726562,680.8712768554688,561.0441284179688,556.1080932617188,589.8356323242188,565.7052612304688,858.5562744140625,844.0230712890625,877.7506103515625,853.6202392578125,551.4469604492188,661.6769409179688,580.2384643554688,642.4826049804688,762.5845947265625,920.8004150390624,848.9591064453125,920.8004150390624,0,155.37644201010147,138.164577047206,91.09120267937548,171.7690306306992,-3.175821562102243,-4.884493516785199,-2.03090507650424,-2.6187717127938015,-0.58050537109375,-0.7749786376953125,0.9682863082543173,0.08435081772365971,-0.35825194448424397,-1.707883224490809,0.9550646172324337,-0.46940036410815134
00:09:53.080114,515.1054077148438,105.13583374023438,562.7577514648438,67.01396942138672,515.1054077148438,86.07490539550781,562.7577514648438,67.01396942138672,486.5140380859375,47.95303726196289,524.6359252929688,286.2146911621094,1010.6896362304688,591.1895751953125,658.0624389648438,209.9709625244141,553.227294921875,476.8240051269531,581.8186645507812,486.3544921875,762.8975219726562,715.085693359375,991.6287231445312,667.433349609375,562.7577514648438,553.0677490234375,591.3491821289062,553.0677490234375,867.732666015625,848.51220703125,858.2022094726562,848.51220703125,553.227294921875,667.433349609375,591.3491821289062,638.8419189453125,762.8975219726562,915.2254638671876,791.4889526367188,915.2254638671876,0,158.5522599224591,161.0014762085612,84.31395228303275,171.38434918075865,3.1758179123576156,22.836899161355205,-6.777250396342737,-0.3846814499405582,1.04669189453125,-0.6391754150390341,1.22642127071726,0.1912415401379004,0.3866336161444474,-1.9348327058634078,0.9401057539729165,-0.46809082571593646
00:09:53.557257,535.91552734375,113.4423828125,545.37109375,103.98683166503906,517.00439453125,75.62014770507812,545.37109375,56.70903396606445,517.00439453125,132.35350036621094,526.4599609375,255.27577209472656,1008.6934814453124,586.2203369140625,658.8377685546875,207.9979705810547,554.82666015625,444.3869323730469,545.37109375,453.8424987792969,762.8489379882812,699.68701171875,989.7823486328124,671.3203735351562,564.2822265625,548.3980712890625,583.1932983398438,548.3980712890625,866.860107421875,841.5203857421875,847.948974609375,850.9759521484375,554.82666015625,661.8648071289062,592.6488647460938,624.0425415039062,772.3045043945312,917.1648559570312,791.2156372070312,917.1648559570312,0,156.2505125717982,139.70076012619938,92.40595852404546,177.6888773162151,-2.3017473506608894,-21.300716082361816,8.092006241012712,6.304528135456451,0.77532958984375,-1.9729919433594034,2.1198663121641403,0.11377002133014892,-0.30814529095219784,-1.663856054233021,1.185265936010925,-0.4635583107402609
00:09:54.037528,505.6057739257813,94.12165832519533,572.3067016601562,56.00685501098633,515.1344604492188,84.59295654296875,562.7779541015625,75.06425476074219,486.5483703613281,46.47815704345703,524.6631469726562,265.63824462890625,1029.684326171875,580.0853271484375,648.5362548828125,208.466049194336,553.249267578125,446.6835632324219,543.7205810546875,456.2122497558594,772.4093627929688,732.5445556640625,982.040771484375,675.3723754882812,562.7779541015625,551.499267578125,581.8353881835938,551.499267578125,867.6963500976562,846.888916015625,848.6389770507812,856.4176635742188,553.249267578125,675.3723754882812,562.7779541015625,665.8436279296875,772.4093627929688,923.1185302734376,781.9380493164062,923.1185302734376,0,158.19859431022581,151.8734826035647,88.85424009666963,171.38432626026105,1.948081738427618,12.172722477365312,-3.5517184273758318,-6.30455105595405,-10.301513671875,0.46807861328130684,10.312142431136165,0.17933796952146508,0.08890008472969292,-1.7827922906024827,0.9401048626780816,-0.42199826790429906
00:09:54.517252,515.3951416015625,103.43451690673828,562.9727783203125,55.85692596435547,515.3951416015625,84.40348052978516,553.4572143554688,65.37244415283203,486.8486022949219,46.341407775878906,524.9107055664062,255.68280029296875,1010.2020874023438,588.7259521484375,648.6124267578125,208.105224609375,553.4572143554688,474.5397338867188,543.9417114257812,465.0242004394531,762.7986450195312,740.9742431640625,991.1710815429688,664.85009765625,562.9727783203125,550.6638793945312,591.519287109375,550.6638793945312,867.4693603515625,845.6449584960938,876.98486328125,845.6449584960938,553.4572143554688,664.85009765625,582.0037841796875,636.3035278320312,762.7986450195312,921.7691040039062,791.34521484375,921.7691040039062,0,160.3461701216382,145.30484236129092,81.02736941201294,163.90918653703142,2.147575811412395,-6.568640242273773,-7.826870684656683,-7.475139723229631,0.076171875,-0.36082458496099434,0.36877708124731595,0.2516204291133646,-0.12535340191327762,-2.044890359697258,0.6494238511999968,-0.47244172023349784
00:09:55.002431,513.5302734375,93.0716323852539,570.8627319335938,54.84999084472656,513.5302734375,83.51622009277344,570.8627319335938,64.40540313720703,503.9748840332031,35.73917007446289,523.085693359375,274.6244201660156,1019.967041015625,580.3975830078125,647.3060302734375,207.736557006836,561.3073120117188,475.2880554199219,542.196533203125,465.7326354980469,771.5263671875,714.1732788085938,991.30078125,675.95166015625,561.3073120117188,561.2867431640625,589.9735717773438,561.2867431640625,867.0804443359375,847.9490356445312,847.9696655273438,857.5044555664062,551.751953125,666.396240234375,618.6397705078125,628.1746215820312,771.5263671875,924.392333984375,771.5263671875,914.8369140625,0,165.04349691598134,132.6325481686625,93.12215374276626,165.1600460241526,4.697326794343127,-12.672294192628414,12.094784330753313,1.2508594871211756,-1.306396484375,-0.36866760253900566,1.3574194545346763,0.4097216390439945,-0.5386936236935259,-1.6398728569266425,0.6980652297421825,-0.4674262619180589
